OverallQual,GrLivArea,GarageCars,ExterQual,KitchenQual,GarageArea,BsmtQual,TotalBsmtSF,GarageFinish,1stFlrSF,FullBath,YearBuilt,YearRemodAdd,FireplaceQu,TotRmsAbvGrd,Foundation_PConc,GarageYrBlt,Fireplaces,HeatingQC,MasVnrArea,GarageType_Attchd,GarageType_Detchd,MasVnrType_NA,BsmtFinSF1,GarageQual,BsmtExposure,GarageCond,Neighborhood_NridgHt,CentralAir_Y
0.6461833962946006,0.4135472163019127,0.30641784773000924,1.039805394353903,0.7370214593513782,0.3488882605267744,0.5770942807667448,-0.4442778364288438,0.31655118847128155,-0.7738610250965184,0.7813658143509358,1.0462575960103884,0.896832928430717,-0.9788304643067903,0.986849366836289,1.0,0.9989537078068311,-0.9243112113157019,0.8856193269696295,0.5290341666924494,1.0,0.0,0.0,0.580959154034753,0.27809078321614983,-0.5831173044773266,0.2683434225004854,0.0,1.0
-0.06318453668168356,-0.4718906513878417,0.30641784773000924,-0.6837561877693462,-0.7663787082563593,-0.059803779284765005,0.5770942807667448,0.47715787567324175,0.31655118847128155,0.26107477608525587,0.7813658143509358,0.15476400268786517,-0.39560419033923755,0.6820140185326908,-0.28775828882527155,0.0,-0.08693982174890821,0.6236316606467388,0.8856193269696295,-0.5670159496749859,1.0,0.0,1.0,1.178161899614981,0.27809078321614983,2.2210332915182525,0.2683434225004854,0.0,1.0
0.6461833962946006,0.5637554259992817,0.30641784773000924,1.039805394353903,0.7370214593513782,0.6275419240346423,0.5770942807667448,-0.29902688673787464,0.31655118847128155,-0.6107184357476674,0.7813658143509358,0.9802210335420534,0.8489648869947928,0.6820140185326908,-0.28775828882527155,1.0,0.9185171500619616,0.6236316606467388,0.8856193269696295,0.338903024057282,1.0,0.0,0.0,0.09792752158015665,0.27809078321614983,0.35159956085453303,0.2683434225004854,0.0,1.0
0.6461833962946006,0.4273821829845651,1.6198300320529118,-0.6837561877693462,0.7370214593513782,0.7854456666891007,-0.5275209359926835,-0.671232445320983,-0.7980602942158965,-0.5062052144460596,-1.0273628233099534,-1.859351152596354,-0.682812438954783,1.2356288461458511,0.3495455390055087,0.0,0.7978623134446572,0.6236316606467388,-0.15845289250708655,-0.5670159496749859,0.0,1.0,1.0,-0.4948840273413933,0.27809078321614983,-0.5831173044773266,0.2683434225004854,0.0,1.0
1.3555513292708847,1.3780420364639665,1.6198300320529118,1.039805394353903,0.7370214593513782,1.6864258453645398,0.5770942807667448,0.2116209832694388,0.31655118847128155,-0.037170270068112604,0.7813658143509358,0.9472027523078859,0.7532288041229442,0.6820140185326908,1.6241531946670693,1.0,0.8782988711895268,0.6236316606467388,0.8856193269696295,1.3902164009811486,1.0,0.0,0.0,0.46898363923846015,0.27809078321614983,1.2863164261863926,0.2683434225004854,0.0,1.0
-0.7725524696579678,-0.2742482702070929,0.30641784773000924,-0.6837561877693462,-0.7663787082563593,0.03308077521785759,0.5770942807667448,-0.5804506017641273,-0.7980602942158965,-0.9268072026110664,-1.0273628233099534,0.7160747836687131,0.513888596943323,-0.9788304643067903,-0.9250621166560519,0.0,0.5967709190824833,-0.9243112113157019,0.8856193269696295,-0.5670159496749859,1.0,0.0,1.0,0.6380447105975688,0.27809078321614983,-0.5831173044773266,0.2683434225004854,0.0,1.0
1.3555513292708847,0.3819244353129929,0.30641784773000924,1.039805394353903,0.7370214593513782,0.7575803003383138,1.681709497526173,1.4394454173759124,0.31655118847128155,1.362287254190001,0.7813658143509358,1.0792758772445559,0.9925690113025655,1.2356288461458511,0.3495455390055087,1.0,1.039171986679266,0.6236316606467388,0.8856193269696295,0.4731132423879884,1.0,0.0,0.0,2.036640846386559,0.27809078321614983,1.2863164261863926,0.2683434225004854,0.0,1.0
0.6461833962946006,1.164588264788758,0.30641784773000924,-0.6837561877693462,-0.7663787082563593,0.05165768611838211,0.5770942807667448,0.12537823189042585,0.31655118847128155,-0.13403618249399296,0.7813658143509358,0.05570915898536259,-0.5392083146470102,0.6820140185326908,0.3495455390055087,0.0,-0.20759465836621258,2.1715745326091795,0.8856193269696295,0.7750862336320777,1.0,0.0,0.0,0.9168856984236312,0.27809078321614983,0.35159956085453303,0.2683434225004854,0.0,1.0
0.6461833962946006,0.5400383402575919,0.30641784773000924,-0.6837561877693462,-0.7663787082563593,-0.02264995748371597,-0.5275209359926835,-0.22640141189239005,-0.7980602942158965,-0.35070993397293587,0.7813658143509358,-1.3310586528496735,-1.6401732676732679,0.6820140185326908,0.986849366836289,0.0,-1.8967623710084738,2.1715745326091795,-0.15845289250708655,-0.5670159496749859,0.0,1.0,1.0,-0.9691332664786333,-1.1190641155926986,-0.5831173044773266,0.2683434225004854,0.0,1.0
-0.7725524696579678,-0.8375290565722269,-1.0069943365928933,-0.6837561877693462,-0.7663787082563593,-1.244081849193203,-0.5275209359926835,-0.13788911442445573,0.31655118847128155,-0.21050927125126692,-1.0273628233099534,-1.0669124029763333,-1.6401732676732679,0.6820140185326908,-0.9250621166560519,0.0,-1.5750161400289955,2.1715745326091795,0.8856193269696295,-0.5670159496749859,1.0,0.0,1.0,0.8993209117889186,1.6752456820249984,-0.5831173044773266,0.2683434225004854,0.0,1.0
